suj	bloc	prob	SPEECH
36	2	6	donc au début je pensais à quoi je pensais à rien en fait et puis j'ai commencé je ne sais pas s'il y avait une pensée avant mais en tout cas après j'ai pensé au fait que j'avais envi d'aller au café, mais que je n'allais pas manger là-bas que j'allais préparer à manger et puisque au fait que c'était assez long enfin que la tâche que j'étais en train de faire c'était assez long et ensuite je me suis demandé si le fait que j'appuie ou que j'appuie pas enfin ça se notait en fait dans le logiciel
36	2	7	donc au début j'ai réfléchi au fait qu'à la tâche par rapport à rester appuyé pour que le ballon rouge arrive au niveau du cercle blanc donc que comme précédemment je suis restée sur la même pensée à me demander si ça avait si le logiciel calculait le temps ou pas si ça avait une importance ou pas pour l'expérience et puis-je me dis que non mais je ne suis pas sure ensuite j'ai pensé au fait que j'avais envi de refaire des maths et que j'en avais plus fait depuis longtemps et que ça me manquait et puis ça a été interrompu
36	2	8	au début j'ai pensé au fait que la pièce n'est pas aussi grande que ça et en plus je suis dans le noir ensuite je n'ai pas eu beaucoup de pensées, mais je me suis dit est-ce que je vais me rappeler tout ça quand je vais devoir répondre à la question après je crois que c'est tout
37	1	1	je me suis concentrée sur le cercle blanc j'ai pensé à quelque chose de personnel j'ai essayé de me reconcentrer sur le cercle blanc j'ai de nouveau pensé à quelque chose de personnel et puis ça c'est arrêté
37	1	2	de nouveau j'ai essayé de me concentrer sur le cercle blanc et puis-je me suis demandée comment est ce que je devrais expliquer les pensées qui se déroulent en parallèle dans ma tête si jamais elles arrivent pendant cette expérience puis-je me suis reconcentrée sur le cercle blanc et je me suis empêchée de penser
37	1	3	j'ai pensé à mon trajet du retour et puis j'ai pensé à mon geek
37	1	4	j'ai eu une suite de pensées très difficile à verbaliser parce qu'elle se présentait sous images dans ma tête c'était d'abord le cercle puis j'ai pensé à mon copain puis j'ai eu des images de XXX que j'ai visité quand j'étais petite et une succession de souvenirs de primaire
37	1	5	dans ma tête il y avait la chanson délivre nous du film de du film d'animation Dreadlocks An digit donc il y avait aussi des images dessus comme c'est quelque que chose qu'enfin, c'est une chanson que je chantonnais beaucoup pendant mon emploi étudiant de cet été j'ai eu toute une séquence d'images de cet été au restaurant avec toujours cette musique-là en fond
37	1	6	je pensais au restaurant ou j'ai travaillé cet été dans la séquence d'avant ça m'est resté en tête et j'ai pensé aux deux réfugiés avec qui j'avais travaillé dans ce restaurant, c'était un restaurant libanais et les deux réfugiés étaient Syriens puis j'ai pensé à l'expérience que j'ai faite ce matin une partie du questionnaire portait sur l'accueil des réfugiés et puis j'ai pensé à une série suédoise que j'ai regardé ce geek j'ai pensé au scénario de la série l'acteur principal qui joue un rôle vraiment pas chouette, mais par contre il est très très beau j'ai pensé à ses yeux qui sont quand même incroyables et puis-je me suis sentie un peu coupable et un peu bête donc j'ai voulu penser à autre chose puis-je me suis perdue je ne sais plus je me suis demandé si tout avait un sens si toute tait toujours si toute tait connecté et puis c'est fini
37	1	7	j'ai pensé au fait que j'étais affamée, mais dans tous les sens qu'on peut imaginer à ce terme je n'ai pas envi de développer et puis-je me suis dit que c'était dur de faire abstraction de soi j'essaie de le faire ça n'a pas marché
37	2	1	j'ai pensé à l'arrêt du à l'arrêt le trajet du tram quand il va de Forge L'assaut vers la gare de Schaerbeek en commandant mais le point de départ, c'est ma campagne qui avait ma campagne jason j'ai pensé au fait que je vais souvent au Basic Fit qui est là qu'après il y a l'autre arrêt dont je ne me souviens pas et puis Stéphanie et puis Louise et puis Plupart et puis-je me suis arrêtée là ça a été très vite dans ma tête tout le tout le chemin je sais qu'on met plus de temps à le dire que qu'à penser
37	2	2	j'ai pensé à l'arrêt de tram le m'auniez et aux fresques qu'il y a sur les murs et a l'artiste qui les a réalisées et je me souviens du je me suis souvenue du moment ou j'étais rechercher son nom sauf que XXX
37	2	3	j'ai pensé au fait que le casque ante faisait du bruit non lui aussi il a un bruit
37	2	4	c'était très vague, c'était comme un enchainement de couleur sert de sensations dans vraiment que je puisse mettre de mots dessus qui se sont enchainés tres tres rapidement d'ailleurs
37	2	5	j'ai mal à un endroit très précis dans le bas de mon dos et c'est une douleur que j'ai souvent, mais qui a commencé la première fois que je l'ai eu c'était en dans un avion sur le retour de vacances au Portugal il y a un an et demi deux ans je ne sais plus trop donc j'ai pensé au Portugal a l'appartement de ma tante puis-je me suis donné très faim toute seule parce que j'ai pensé à toute la bonne nourriture pour vraiment pas chères qu'il y a là-bas j'ai pensé à la mer qui n'était pas si froide cette année-là et c'était étonnant qu'elle soit même plus chaude que la méditerranée alors que c'est l'atlantique donc normalement c'est beaucoup plus froid puis j'ai pensé à un moment où j'étais très petite au Portugal je jouais sur une plage avec beaucoup x3 de cailloux et des galets et que dans l'eau il y avait énormément d'algues et je m'amusais très fort parce que j'imaginais que les algues étaient des homards et que les homards étaient mes copains
37	2	6	je me suis de nouveau concentrée sur le point de mon dos qui me fait mal puis j'ai fait attention à tout ce qui se passait dans le corps mon estomac les pieds les mains et pieds froids et puis j'ai pensé à la fois où je m'étais fait très très mal au genou en Espagne et une des dernières soirée où j'étais en Espagne l'année passée et ou en gros on regardait un couché de soleil magnifique en Galice avec mes amis
37	2	7	j'ai pensé que fait que je voulais plus penser parce que je voulais que ça passe le plus vite possible pour que les enregistrements soient beaucoup plus courts puis j'ai pensé à Millénium le livre de Steve L'arçon et puis j'ai pensé à mes paupières qui sont asymétriques puis j'ai de nouveau pensé à Millénium le livre Millénium le film de David Fischer le film suédois et puis j'ai repensé au livre et à l'opération que XXX Calendes se paye grâce à l'hacking
37	2	8	j'ai pensé au fait que je n'aimais pas du tout être laissée seule avec mes pensées et que de ça a découlé toute une suite de pensées que je n'ai a ps envie de partager mais il y a pleins de choses qui en sont sorties et en parallèle je me suis dit que je tapais beaucoup à côté par rapport au cercle rouge qui passe enfin au rond rouge qui passe dans le cercle blanc qu'il fallait que je fasse plus attention
38	1	1	je me suis dit que c'était long que j'étais fatiguée et que j'avais faim
38	1	2	je me suis demandée comment j'allais garer ma voiture sur Delta et que j'avais faim, mais que je n'avais pas de liquide
38	1	3	ou j'ai un blanc j'étais en train de me dire j'étais en train de penser que je devais penser à tout ce que j'étais en train de faire
38	1	4	j'étais en train de me dire que ça me soulait de bailler parce que j'avais mes yeux qui pleuraient et que je n'avais pas envie que ma maman rentre en France
38	1	5	je me suis demandé comment j'allais faire pour aller à mon tutorat et que j'avais le sourcil qui gratte
38	1	6	j'ai le ventre qui a gargouillé je me suis demandé si on l'entendait j'ai faim et voilà
38	1	7	je me suis demandé pour les XXX à partir de ce mois ci et je me suis demandé si le point rouge n'allait pas plus vite
38	2	1	j'étais en train de me dire que je devais aller aux toilettes changer mon disque et j'espère ne pas me taper une amende
38	2	2	j'étais en train de me dire que j'avais les affaires de mon copain dans la voiture que je préfère aller manger à la XXX
38	2	3	putain à me dire que j'avais l'impression d'être folle à parler toute seule dans le noir et j'entends pas bien ma voix à cause du casque
38	2	4	j'étais en train de me dire que je dois faire pipi, mais que j'ai soif et que ne plus de ça c'est long
38	2	5	j'étais en train de me demander quelle heure il était et je me suis dit que je ne m'endormais pas parce que j'arrête pas de penser à ce que je dois penser
38	2	6	j'étais en train de me dire que j'aurais aimé avoir une famille plus unie
38	2	7	j'étais en train de me dire que j'avais super faim en plus mon ventre fait beaucoup de bruit
38	2	8	que j'ai vraiment mal aux oreilles que je dois vraiment aller à la toilette et que j'en ai marre de voir le point rouge et de devoir taper en même temps
39	1	1	je me suis concentrée j'ai ça allait bien puis je me suis dit que c'était fort court comme par rapport au premier bloc
39	1	2	même chose au début je me suis concentrée je j'appuie correctement sur le cercle et je me suis dit ensuite que c'était plutôt agréable d'avoir fait une petite pause entre le bloc 1 et celui ci pour pouvoir un peu reposer les yeux
39	1	3	j'ai simplement un petit peu joué avec la tache c'est-à-dire que j'essaie d'appuyer plus fort sur la barre d'espace pour que le cercle a plus d'impulsion et aille plus loin, mais je sais bien que ça ne marchera pas, mais c'est un petit jeu que je me suis fait à moi même
39	1	4	je me suis tout d'abord concentrée comme les premières secondes à chaque fois et puis-je me suis demandée ou je me serais garée si j'étais venue en voiture et non en tram
39	1	5	j'ai toujours de la concentration au début et puis-je me suis dit que c'était plus agréable d'avoir des courtes séquences dans ce bloc ci plutôt qu'au bloc 1 et puis-je me suis demandée si si ça allait à chaque fois être plus longue ou pas
39	1	6	je me suis dit que mes yeux de nouveau avaient l'air d'être plus fatigués et que ce bloc ci avait l'air un peu plus long
39	1	7	je n'ai pas l'impression d'avoir pensé de d'avoir pensé à grand-chose juste peut être que je pense à rien et du coup j'appuie machinalement sur la barre espace
39	2	1	je ne sais pas trop à quoi je pensais cette séquence était courte j'ai j'avais juste encore la phrase de l'expérimentatrice dans la tête du fait que je pouvais l'appeler si quand j'avais terminé
39	2	2	j'ai pensé au fait que j'avais l'impression que d'au cours de l'expérience j'avais plus de facilité a à parler lors des enregistrements qu'au tout début de l'expérience et donc que le temps faisait qu'on s'habitue entre guillemets
39	2	3	et si j'ai vraiment l'impression de d'avoir pensé à rien du début à la fin
39	2	4	je me suis demandée combien de fois il restait approximativement jusqu'à la fin et j'ai j'ai épelé dans ma tête le mot approximativement
39	2	5	je pensais à des coffres et puis j'ai dérivé sur des coffres que j'avais déjà mangées au travail de ma maman
39	2	6	j'ai d'abord continué à penser a ma maman vu que dans le juste dans le passage précédent je pensais au coffres que j'avais mangées avec elle et puis j'ai juste écouté le clic que faisait mon doigt quand je cliquais
39	2	7	je me suis questionnée sur la différence enfin du fait que comme les séries ici sont moins longues qu'au bloc 1 j'ai l'impression d'être beaucoup plus concentrée du coup je faisais la différence en cours pour un pédagogue de quand il parle beaucoup quand les élèves sont moins concentrés et quand il fait des trucs plus court et que peut on nous on a une tâche à faire et bien le temps passe plus vite non oui le temps passe plus vite du coup et que c'est mieux enfin je pensais à la pédagogie du coup en rapport avec cet exercice
39	2	8	ici je n'ai pas trop pensé à quelque chose j'ai l'impression plutôt que mon esprit était vide
40	1	1	j'aipensé à des boucles d'oreilles après j'ai pensé à des vêtements et à la fin c'est tout je pense oui
40	1	2	je suivais enfin j'étais concentrée sur la tâche je suivais le mouvement de la boule et ça m'a fait penser à une scène du film Peter Pan de Disney et que le capitaine crochet quand il est face au crocodile et que ça fait tic tac tic tac bref donc quand j'ai suivi le mouvement ça m'a rappelé cette scène
40	1	3	j'ai été distraite par l'enfin d'abord j'ai été concentrée sur la tâche et après j'ai été distraite sur la lumière enfin je n'arrive pas faire des phrases correctes, c'est fou j'ai été distraite par la lumière du chargeur qui est devenue verte ce qui signifie que l'ordinateur est chargé
40	1	4	
40	1	5	l'enfin lors de de la séquence précédente j'ai appuyé sans faire exprès et ça a coupé l'enregistrement or que je n'avais pas dit ce qu'enfin ce à quoi j'avais pensé lors de la séquence précédente j'ai observé la pièce et ça m'avait distraite et maintenant j'ai juste eu des paroles de musique en tête
40	1	6	j'avais l'impression que le cercle blanc bougeait et voila ça m'a un peu déstabilisée sinon j'ai été perdue dans mes pensées je ne me souviens pas du tout je ne me souviens pas du tout ce à quoi je pensais et voilà
40	1	7	j'ai pensé à tout et n'importe quoi j'ai d'abord été concentrée sur la tâche ensuite j'ai pensé à ma journée d'hier et au fait que j'avais recroisé mon ex et après j'ai pensé à ma tenue de la journée d'avant et voilà c'est tout
40	2	1	j'ai d'abord été concentrée sur la tâche que j'ai fini par connaitre par cœur enfin que j'ai fini par visualiser par cœur et puis après j'ai pensé au café que j'avais vu sur la table de l'investigatrice et je me suis dit que pour me réveiller et pour pouvoir étudier j'allais m'acheter un café voilà
40	2	2	
40	2	3	j'ai sans faire exprès encore une fois coupé l'enregistrement trop tôt et la séquence précédente enfin j'ai mal au ventre enfin donc j'ai pensé à ça et maintenant j'ai pensé enfin j'ai eu d'un coup un coup de pression par rapport à mon examen de demain
40	2	4	j'ai, je suis, je suis restée concentrée sur la tâche et je fredonnais et voir je n'ai pas pensé à grand-chose
40	2	5	au début je pensais à pas grand-chose je pensais encore à la tâche ensuite je me suis dit j'étais enfin j'en avais un peu marre d'être dans cette pièce enfermée enfin le fait qu'il fasse sombre etc puis à la fin dépensés à un truc rien à voir j'ai pensé encore une fois à mon ex je me suis dit qu'est-ce qu'il faisait sur son GSM donc voilà encore de la curiosité mal placée
40	2	6	j'ai pensé à mes cheveux puis j'ai pensé au fait que les garçons se lavaient les cheveux plus facilement puis j'ai pensé à une expérience S'ONT que j'ai passé auparavant et pour laquelle il a été nécessaire pour mettre un gel pour enfin je pense que c'était un gel électrolyte c'était pour une expérience ERG et je me suis demandée comment les personnes avec des Dresde et avec des l'occis faisaient enfin s'ils pouvaient passer ces expériences là où pas enfin s'ils peuvent faire une ERG ou pas
40	2	7	j'étais concentrée sur la tâche puis j'ai pense aux cours puis j'ai pensé au fait de travailler normalement la vieille je me suis demandée si ça servait à quelque chose ou pas et je me suis dit que dans mon cas ça servait puis j'ai repensé a une vidéo YouTube que j'avais vu quelques années auparavant et elle expliquait ses astuces puis j'ai pense au fait que certaines filles faisaient polytech et je me suis demandée si elles subissaient certains commentaires en mode tu es une fille et tu vas faire ingénieure voilà
40	2	8	j'ai pensé au fait de parler de parler de parler seule dans une pièce je me suis dit d'un point de vue externe on dirait soit une folle, soit une commentatrice radio puis j'ai pensé j'ai pensé à une amie à moi et au fait qu'elle est en embrouille avec une autre amie à moi et je me suis demandée si ça pouvait se régler un jour ou si ça va rester comme ça voilà
41	1	1	je me demandais si je faisais bien l'expérience et si j'aurais les réponses à ce que j'ai fait à la fin
41	1	2	je n'ai pensé à presque rien juste à la boule qui passe devant mes yeux
41	1	3	j'ai pensé au fait que cette fois ça va plus vite qu'auparavant
41	1	4	j'ai juste pensé à la tâche
41	1	5	je me demandais quelles sont quel est le master fait pour faire ce genre d'expérience et de recherche
41	2	1	au début je me concentrais juste sur la bille la bille rouge et puis j'ai pensé au à ce que je vais faire après avec mes amis
41	2	2	je me suis juste concentrée sur la tâche
41	2	3	au début j'ai pensé à mes examens qui xXXe dans deux mois et puis j'ai pensé à j'ai calculé mes pour mon expérience s'auna
41	2	4	je me demandais si mon cours d'anthropologie s'est fini et à qui je vais demander des notes pour me mettre en ordre
41	2	5	j'ai juste pensé à la bille qui va de gauche à droite
41	2	6	j'ai juste pensé à la tâche que je suis en train de faire
42	1	1	que je devrais peut-être acheté les tickets pour la piscine au lieu du maquillage
42	1	2	xXL j'avais un cil dans l'œil donc j'ai essayé de l'enlever
42	1	3	je pensais au planning des prochains jours et ce que je devais faire et puis le tram qui est passé
42	1	4	je pensais à ma petite sœur et que ça faisait longtemps que je ne l'avais pas vu
42	1	5	j'ai super soif et mes lèvres sont sèches Et je n'arrive pas à parler fort
42	2	1	j'étais en train de penser à ce que je pouvais manger tantôt donc soit des pâtes ou des pizzas
42	2	2	j'essayais d'arranger ma respiration en fonction du cercle
42	2	3	Que mes lèvres étaient vraiment sèches que j'avais vraiment soif Et la dernière chose c'était quoi je sais plus
42	2	4	J'étais en train de me dire qu'à aucun moment je me suis concentrée sur la tâche Et que c'était bizarre
42	2	6	J'étais en train de me demander si mon ordinateur à moi, c'était un Asus ou un Acer Je sais plus
43	1	1	je me suis dit que c'est super long et qu'heureusement je le fais pour une copine sinon j'aurais abandonné
43	1	2	alors là je me suis dit que j'avais envi de pizza sauf qu'hier j'ai mangé de la pizza et ce soir je vais manger de la pizza parce que j'ai des restes du coup je réfléchis à ce que je vais manger
43	1	3	je me suis dit qu'en plus ça fait une semaine que je ne suis pas allée au sport donc ça craint donc que j'allais peut-être (prendre) un sandwich au thon
43	1	4	je me suis dit qu'en plus il ne faut pas que je mange trop parce que j'ai une date ce soir et après je me suis dit quoi je me suis dit ah putain j'ai mal à la poignée et après je me suis dit est-ce qu'ils enregistrent le fait que je clique sur la barre espace quand le rond y passe ou pas ou c'est juste un truc pour penser
43	1	5	là je passe pensé à grand-chose j'étais surtout concentrée sur la tâche et j'ai baillé voilà
43	2	1	je me suis dit que même si je suis assise et que je ne fais rien bah j'ai l'impression de d'être épuisée et voilà j'ai faim et c'est tout
43	2	2	je pensais à ma date de ce soir je me disais que j'espère que ça va bien se passer et que de toute façon ça pouvait pas être pire que la dernière fois et après je me suis dit merde je n'ai pas appuyé au bon moment j'ai appuyé trop en retard pour la boule et voilà
43	2	3	alors je me suis dit que le fait de devoir mémoriser mes pensées et ça me faisait créer des pensées et en même temps je me suis dit non parce que je pense tout le temps et après je me suis dit que la boule ça me faisait penser ça me faisait penser à une attraction à m'agit land le bateau pirate je ne sais pas pourquoi
43	2	4	alors j'ai baillé et je me suis dit je baille beaucoup et je me suis dit peut-être que comme je suis dans le noir et j'ai de la mélatonine qui ce qui voilà qui ce qui se décharge et je me suis dit après et c'est au cinéma, c'est pour ça qu'au cinéma quand on sort même quand c'est en journée on est fatiguée, car peut être que c'est de la mélatonine qui se dégage dans nos cellules et du coup il nous dit il faut dormir alors que non
43	2	5	alors je me suis dit que j'ai le nez qui commence à couler et que je n'ai pas de mouchoirs avec moi dans la petite salle là noire et que du coup j'espère que ça va le faire pour le reste et après je me suis dit oups j'ai appuyé deux fois au lieu d'une quand le cercle il est passé dans le quand le rond est passé dans le cercle voilà je crois que c'est tout
43	2	6	alors j'ai au début j'ai pensé à rien après je me suis j'ai baillé et du coup j'ai repensé au truc de la mélatonine que je disais tout à l'heure et après j'ai encore pensé à ce que je devais manger et je me suis dit il faudrait que je prenne des pâtes ou un panini, mais un panini j'ai peur que ça ne fasse pas assez
44	1	1	à la tâche
44	1	2	au rongement de mes ongles et à la tâche
44	1	3	à mes plans de ce soir et les amis que j'ai invités
44	1	4	le stress qui s'accumule avec l'arrivée des examens
44	1	5	à la tâche et qu'il fait froid
44	1	6	à une vidéo sur Facebook une fille de 6 et demi qui était psychotique
44	1	7	la force du psychologue clinicien qui a pu écouter l'histoire de cette fille
44	2	1	encore avec la petite fille de 6 ans et l'effet que ça a fait sur ma vision sur la psychologie clinique
44	2	2	d'avoir sauté la petite bille et puis j'ai repensé à la tâche
44	2	3	le bruit du tram et la tâche
44	2	4	aux ordinateurs et à la technologie qui nous entoure
44	2	5	au gymnase les exercices que je dois faire et la tâche
44	2	6	aux crédits que j'ai besoin pour passer un examen et aux crédits qui me manquent
44	2	7	à mon lit le temps et manger ça
44	2	8	à l'expérience et que je me rends compte que je suis assez distraite
45	1	1	le livre que j'ai lu aujourd'hui
45	1	2	le livre que j'ai lu aujourd'hui
45	1	3	le livre que je viens de lire
45	1	4	le livre que je viens de lire
45	1	5	le livre que j'ai lu
45	1	6	le livre que j'ai lu aujourd'hui
45	1	7	le livre que j'ai lu aujourd'hui
45	2	1	le livre que j'ai lu aujourd'hui
45	2	2	ce que je vais faire aujourd'hui
45	2	3	ce que je vais faire aujourd'hui
45	2	4	c'est de rentrer chez moi et de commencer à lire
45	2	5	ce que j'ai lu aujourd'hui et ce que je vais lire
45	2	6	à mes cours je pense à mes cours ce que je vais étudier
45	2	7	au cours que je dois faire réussir neurologie et cytologie
45	2	8	je pense à les jours des examens qui vont commencer bientôt
46	1	1	la souris en haut de l'écran me perturbe et voilà c'est tout
46	1	2	je veux reparler à D'Oriane mais Kia m'en voudra trop donc je le referais pas
46	1	3	il y a toujours cette souris qui me perturbe en même temps je pense à Chloé aux deux Chloé et à Twitter
46	1	4	j'espère bien dormir ce soir que je ne vais pas trop penser à mon ex parce que sinon ce n'est pas marrant
46	1	5	flemme d'aller au RDV chez l'ophtalmologue lundi, mais je suis contente parce que mardi je pars
46	1	6	j'ai hâte que Avengers Endogames sort faudrait que je contacte Charles pour savoir s'il y va avec le faudra qu'il revienne à la maison jouer au UN
46	1	7	je vais surement faire un marathon Disney Chanel film dans pas longtemps, mais bon il faut que je laisse le temps parce que ça m'a fait trop penser à D'Oriane et ça me fait de la peine voilà
46	2	1	Pauvre Sana elle doit en avoir marre de m'entendre parler de D'Oriane et Kia n'en parlons même pas, mais bon je vois Kia la semaine prochaine je suis sure elle m'en voudra pas on sera heureuse de se voir ça va être sympas
46	2	2	c'est très perturbant l'expérimentatrice va connaitre autant ma vie que toutes mes amies et la balle quand elle passe j'ai l'impression elle fait un rebond sur le cercle blanc
46	2	3	j'ai l'impression de jouer au basket avec cette balle ça me fait penser que je dois aller revoir Madame Rabat et aussi j'ai très faim j'espère mon frère a fait à manger
46	2	4	il faudrait que je me lave les cheveux absolument ce soir ou peut être demain je ne sais même pas si je vais à l'université demain ex peut être que je travaille
46	2	5	ça me donne mal à la tête quand j'essaye de me concentrer sur la balle, mais en même temps ça m'évite de penser
46	2	6	j'ai trop hâte de voir les Marseillais pourquoi ils se disputent je vais tout envoyer à Chloé elle sera trop contente d'ailleurs il faut que je regarde si elle ne m'a pas envoyé un message après
46	2	7	j'espère ne pas croiser D'Oriane à l'aéroport ou si on se croise on est amis et on parle gentiment sinon ce ne serait pas drôle
46	2	8	la chaise fait beaucoup de bruit dès que je m'étire d'ailleurs je me demande si je ne vais pas faire une sieste en rentrant, mais d'abord je dois manger non à mon avis j'attendrais le soir pour manger
47	1	1	j'ai pensé au point rouge à l'expérience à l'expérience tout simplement et je ne me rappelle pas trop
47	1	2	tout au long j'ai écouté les voix d'à côté
47	1	3	à la soirée prochainement et au point rouge
47	1	4	j'ai pensé à au point rouge et au rire d'à côté
47	1	5	à ce que j'allais manger après l'expérience
47	1	6	concentré sur le point rouge et le bruit du clavier
47	1	7	concentré sur le point rouge
47	2	1	j'ai oublié ce que j'allais dire
47	2	2	j'ai pensé à une amie à moi
47	2	3	concentré sur le point rouge
47	2	4	à ce que j'allais faire ce week-end
47	2	5	qu'il fait froid dans cette pièce
47	2	7	concentré sur ma respiration et en même bien faire la tâche
47	2	8	je pensais un peu à rien
48	1	1	la souris m'énerve toujours du coup je la mets hors du chemin et j'essaye de me concentrer
48	1	3	j'ai appuyé deux fois sur la touche espace et je n'ai pas pu enregistrer la séquence précédente je stresse que ça pose des problèmes
48	1	4	je stresse toujours pour mon petit problème qu'est ce qui se passe en fait quand on se retrouve dans les anomalies
48	1	5	je ne sais pas pourquoi le jeu me fait penser à Passion tout d'un coup le rond blanc à une tête de personnage et il y a des reflets dans mes lunettes
48	1	6	il y a toujours des reflets dans mes lunettes, mais si je les enlève j'ne vais rien voir de ce que je fais, c'est chiant d'être myope ouais on arrive même pas à jouer des jeux de pas loin
48	1	7	le je le jeu l'épreuve me fait penser à une épreuve à au Quidditch donc je pense à Harry Potter quand je commence la XXL ça dure 3 heures, mais là je me demande lequel des personnages de harry Potter joue le mieux au Quidditch Gina ou Charly
48	2	1	je pense toujours au Quidditch et je me demande si il y a déjà eu des morts à l'époque où Harry Potter était dans l'école
48	2	2	je pense toujours à la même chose au Quidditch et aux morts qui a pu avoir dans l'école c'est sombre
48	2	3	je bloque toujours sur Quidditch
48	2	4	je me demande si je suis le clicher d'une XXL fan de lecture de harry Potter de games of trônes et tout le tintouin
48	2	5	tintouin, c'est un mot bruxellois quels sont les autres que je connais je fais une petite liste de mot que je connais et puis-je me demande chaque fois que je rate ce cercle est ce que c'est enregistré par l'ordinateur ou pas
48	2	6	j'ai froid à la main j'ai mal au dos et j'ai faim j'ai l'impression de me plaindre je n'aime pas me plaindre voile XXL
48	2	7	je me demande comment s'est passé l'interro d'une amie je me rappelle que je dois faire le jeu demain pour le Kirk pour le scout puis-je me faire zut j'espère qu'il ne va pas faire aussi mauvais qu'aujourd'hui et que le s'houe sera chouette
48	2	8	pourquoi est ce que les gens comprennent directement quand on parle de scout, mais quand on parle de patron de Kirk de ce truc du genre je veux dire il existe plusieurs mouvements de jeunesse pourquoi est ce qu'on est toujours fixé sur un seul
49	1	1	on entre un peu dans le vif du sujet j'ai envi de dire parce que là je dois travaillera par moi-même et justement ce que je réfléchis c'est ça, c'est comment au mieux faire une réflexion sur le MW et donc c'Éts lié au, c'est plutôt une logique et une réflexion que du ressenti
49	1	2	c'est drôle parce que maintenant je me fais la réflexion de la ligne arrêté de la pensée de devoir réfléchir à garder ou ça en t
49	1	3	c'est bizarre parce que j'ai commencé à réfléchir à comment m'expliquer par ce que j'ail impression durant tous ces dans ce cette deuxième partie du test d'être un peu incompréhensible au niveau de ce que je réfléchis et donc j'ai essayé expliquer et puis juste après là dans la fin j'ai un peu pensé à l'absurdité de cela donc
49	1	4	bon j'ai essayé d'avancer de dans toutes mes réflexions précédentes et enfin de commencer à m'investir dans le test, c'est vraiment ce que j'ai réfléchis et c'est là où j'ai eu complétement un blanc pendant quelques minutes pas SQL min par ce que 'il n'y a pas SQL min et du coup j'ai commencé à réfléchir à ma sœur qui est en train de regarder Avengers en ce moment
49	1	5	je ne sais pas si intentionnel, mais je trouvais drôle que la dynamique a changé au du moins vu que maintenant je commence à réfléchir sur la réflexion e
49	1	6	j'ai commencé à réfléchir aux personnages de chili un personnage de la série the good place et de son indécision son incapacité de prendre une décision sur le moment même et ensuite j'ai commencé à réfléchir à cette expérience et a au fait eu l'expérimentatrice est vraiment sympathique ce qui m'a ensuite fait revenir sur le good place et sur la petite copine de hindi durant al troisième saison bon, c'est un peu bizarre, mais c'est, c'est la réflexion que j'ai faite
49	1	7	ok j'ai commencé sur the good place et donc ça j'ai réfléchi un petit peu à Avengers puis j'ai eu une petite réflexion sur Batman je ne sais pas pourquoi et puis j'ai je me suis rencontrent sur la tâche parce que je sentais mes pensées en train de partir partout et donc mettre le et le fait que justement c'était un peu une recentralisation du fait de devoir fait Ella tâche, mais aussi quelque chose qui m'empêchais de partir complément de fait de faire un peu ou ce que je voulais au Nivea du MW et je commençais à réfléchir ensuite au MATI et aux XXXe qui est (puis) j'ai commencé à réfléchir sur ma réflexion dans ma tête et le fait que je j'ai tendance à penser de mes actions un peu comme ce que je fais, je suis en trépan de dire maintenant donc plutôt que de réfléchir à une histoire et donc d'avoir un peu un point de vue extérieur je réfléchis à l'histoire telle que je la raconte en ce moment avec les mots que je dis maintenant, c'est vraiment la réflexion eu j'ai et celle que je suis en train de dire en parlant ça, c'est ce que je pense dans ma tête là en moment
49	2	1	je me faisais la réflexion que l'expérimentatrice est vraiment sympathique et que l'expérience est assez intéressante à ce niveau-là donc je lui expliquais comment la dynamique avait changé bon bref quelle était sympas à ce niveau-là sympathique et du coup ça je sais, je sais plus j'ai un perdu ma pile dans ma pensée là, mais genre 'en suis arrivée à encore une fois à MATI et XXXe ouais non genre essai perdu le fil de ma pensée là
49	2	2	bon je me sentais un peu ma delà dernière vu que j'ai eu un peu du mal à expliquer ce que je ressentais ce que ce qui passait dans mes t
49	2	3	j'ai eu un début de musique en tête ce qui m'a ensuite fait réfléchir à la chanson qui fait musique brève et ensuite ce qui m'a fait réfléchir au fait que j'étais assez content de l'expérience jusqu'à présent et puis juste pares il y a eu un blanc pas de musique juste j'étais assez content
49	2	4	je commençais à me faire la réflexion que je n'étais pas bon pour l'action en présent je suis bcp mieux à réfléchir dans mes t
49	2	5	donc je réfléchissais à pourquoi j'ai du ma à parler dans le présent ce qui mon ensuite fait réfléchir à nouveau au Mbit et au XXXe et du coup à m'expliquer un petit peu de ce que c'est un petit peu le XXL ou du moins un peu mon obsession là
49	2	6	un peu ensuite de ce que je me suis relocalisé sur la tâche et appuyer au bon moment et c'est dur de me remémorer d'appuyer sur zut je sais juste dire que j'ai recommencé à penser à la tâche et de tout ce qui se passait autour de la tâche et puis de comment est
